,Length,gencodeID,ensemblID,gene_type,Symbol,EntrezID,Class,meanExprs,NumTx,gencodeTx,passExprsCut,logFC,AveExpr,t,P.Value,adj.P.Val,B,region,type
ENSG00000151882.11,4524,ENSG00000151882.11,ENSG00000151882,protein_coding,CCL28,56477,InGen,0.339549153,4,"c(""ENST00000489442.5""; ""ENST00000361115.4""; ""ENST00000513525.1""; ""ENST00000514421.1"")",TRUE,0.132430106,1.086506001,3.246248355,0.001280312,0.075168094,-1.070605254,DLPFC,gene
ENSG00000164588.6,13704,ENSG00000164588.6,ENSG00000164588,protein_coding,HCN1,348980,InGen,6.921419323,5,"c(""ENST00000303230.5""; ""ENST00000637305.1""; ""ENST00000637256.1""; ""ENST00000634658.1""; ""ENST00000638054.1"")",TRUE,-0.056848373,7.069298493,-3.218198428,0.001408385,0.07930841,-1.830720817,DLPFC,gene
ENSG00000152931.7,9752,ENSG00000152931.7,ENSG00000152931,lincRNA,PART1,25859,InGen,3.631296966,3,"c(""ENST00000515734.2""; ""ENST00000506884.1""; ""ENST00000504876.2"")",TRUE,-0.099831939,5.982613557,-3.701475812,0.000248272,0.036430984,-0.138481891,DLPFC,gene
ENSG00000251467.1,723,ENSG00000251467.1,ENSG00000251467,processed_pseudogene,,NA,InGen,0.77784712,1,ENST00000506083.1,TRUE,0.181302591,-0.779028426,3.282226322,0.001131833,0.071319153,-1.098165304,DLPFC,gene
ENSG00000214944.9,15617,ENSG00000214944.9,ENSG00000214944,protein_coding,ARHGEF28,64283,InGen,1.493121767,14,"c(""ENST00000296794.10""; ""ENST00000513042.6""; ""ENST00000545377.5""; ""ENST00000509848.5""; ""ENST00000437974.5""; ""ENST00000426542.6""; ""ENST00000510131.1""; ""ENST00000296799.8""; ""ENST00000513841.1""; ""ENST00000506334.1""; ""ENST00000510312.6""; ""ENST00000512883.1""; ""ENST00000504003.1""; ""ENST00000503341.1"")",TRUE,0.081175446,4.922563598,3.466184366,0.000592403,0.052532065,-0.832995224,DLPFC,gene
ENSG00000189045.13,3287,ENSG00000189045.13,ENSG00000189045,protein_coding,ANKDD1B,728780,InGen,0.422643934,4,"c(""ENST00000601380.2""; ""ENST00000506596.5""; ""ENST00000504514.6""; ""ENST00000594319.1"")",TRUE,0.189546361,0.173607395,3.983170127,8.25E-05,0.022099458,1.179619463,DLPFC,gene
ENSG00000248909.1,581,ENSG00000248909.1,ENSG00000248909,processed_pseudogene,HMGB1P21,NA,InGen,1.028811454,1,ENST00000502313.1,TRUE,-0.21492348,-0.836672997,-3.876014762,0.000126402,0.028072666,0.549837192,DLPFC,gene
ENSG00000039319.16,11461,ENSG00000039319.16,ENSG00000039319,protein_coding,ZFYVE16,9765,InGen,12.50993343,13,"c(""ENST00000338008.9""; ""ENST00000510158.5""; ""ENST00000505560.4""; ""ENST00000512558.5""; ""ENST00000509562.2""; ""ENST00000510995.1""; ""ENST00000512442.1""; ""ENST00000511050.5""; ""ENST00000511829.5""; ""ENST00000509558.1""; ""ENST00000507548.1""; ""ENST00000512907.5""; ""ENST00000513789.1"")",TRUE,-0.075227777,7.374391911,-3.117231379,0.001974045,0.089820738,-2.163962832,DLPFC,gene
ENSG00000248309.6,7457,ENSG00000248309.6,ENSG00000248309,antisense,MEF2C-AS1,101929423,InGen,1.616926172,14,"c(""ENST00000511100.5""; ""ENST00000514794.6""; ""ENST00000512585.5""; ""ENST00000513704.5""; ""ENST00000514011.5""; ""ENST00000509179.5""; ""ENST00000514092.5""; ""ENST00000511876.5""; ""ENST00000508718.5""; ""ENST00000514158.5""; ""ENST00000506665.1""; ""ENST00000508521.1""; ""ENST00000514571.1""; ""ENST00000508742.1"")",TRUE,0.054693068,4.134585864,3.161865975,0.001702152,0.08375541,-1.680819931,DLPFC,gene
ENSG00000153113.23,12448,ENSG00000153113.23,ENSG00000153113,protein_coding,CAST,831,InGen,5.675070147,44,"c(""ENST00000509602.1""; ""ENST00000505143.5""; ""ENST00000338252.7""; ""ENST00000508830.5""; ""ENST00000511097.6""; ""ENST00000395812.6""; ""ENST00000515160.5""; ""ENST00000507487.5""; ""ENST00000421689.6""; ""ENST00000510756.5""; ""ENST00000507836.1""; ""ENST00000512620.5""; ""ENST00000514845.5""; ""ENST00000510245.1""; ""ENST00000506811.5""; ""ENST00000514055.5""; ""ENST00000508608.5""; ""ENST00000341926.7""; ""ENST00000505402.1""; ""ENST00000395813.5""; ""ENST00000511049.5""; ""ENST00000309190.9""; ""ENST00000510156.5""; ""ENST00000508117.6""; 
""ENST00000504221.5""; ""ENST00000509903.5""; ""ENST00000511782.5""; ""ENST00000504465.5""; ""ENST00000513666.5""; ""ENST00000508197.1""; ""ENST00000348386.7""; ""ENST00000504532.1""; ""ENST00000515063.1""; ""ENST00000510500.5""; ""ENST00000437034.6""; ""ENST00000508579.5""; ""ENST00000509259.5""; ""ENST00000503828.5""; ""ENST00000515663.5""; ""ENST00000484552.5""; ""ENST00000325674.11""; ""ENST00000512191.1""; ""ENST00000510098.1""; ""ENST00000509529.1"")",TRUE,-0.056712995,6.538037049,-3.175386621,0.001626888,0.082548759,-1.924815784,DLPFC,gene
ENSG00000164209.16,8283,ENSG00000164209.16,ENSG00000164209,protein_coding,SLC25A46,91137,InGen,13.25828182,8,"c(""ENST00000508781.5""; ""ENST00000513807.5""; ""ENST00000355943.7""; ""ENST00000447245.6""; ""ENST00000504098.1""; ""ENST00000502462.6""; ""ENST00000513706.2""; ""ENST00000509432.1"")",TRUE,-0.040155126,7.152422513,-3.574197689,0.000399709,0.044186629,-0.675307896,DLPFC,gene
ENSG00000129596.4,2189,ENSG00000129596.4,ENSG00000129596,protein_coding,CDO1,1036,InGen,12.55936101,4,"c(""ENST00000250535.4""; ""ENST00000502631.1""; ""ENST00000504877.1""; ""ENST00000504613.1"")",TRUE,0.047138949,4.90477859,3.246170869,0.001280651,0.075168094,-1.533580994,DLPFC,gene
ENSG00000113083.12,5468,ENSG00000113083.12,ENSG00000113083,protein_coding,LOX,4015,InGen,0.35129554,5,"c(""ENST00000231004.4""; ""ENST00000513319.5""; ""ENST00000505593.5""; ""ENST00000503759.5""; ""ENST00000508067.1"")",TRUE,0.194389746,-0.116867085,3.055018809,0.002420088,0.097643223,-1.607838706,DLPFC,gene
ENSG00000064651.13,10664,ENSG00000064651.13,ENSG00000064651,protein_coding,SLC12A2,6558,InGen,15.62173847,8,"c(""ENST00000262461.6""; ""ENST00000628403.2""; ""ENST00000509205.5""; ""ENST00000343225.4""; ""ENST00000504416.5""; ""ENST00000509616.1""; ""ENST00000507791.5""; ""ENST00000502849.1"")",TRUE,-0.09539763,7.67772979,-3.833348674,0.00014943,0.02968738,0.205645045,DLPFC,gene
ENSG00000145808.8,5408,ENSG00000145808.8,ENSG00000145808,protein_coding,ADAMTS19,171019,InGen,1.983059001,4,"c(""ENST00000274487.8""; ""ENST00000505791.5""; ""ENST00000502709.1""; ""ENST00000509467.1"")",TRUE,0.086756688,3.862167358,3.291914693,0.001094675,0.070170761,-1.236965375,DLPFC,gene
ENSG00000164405.10,1472,ENSG00000164405.10,ENSG00000164405,protein_coding,UQCRQ,27089,InGen,26.35759548,6,"c(""ENST00000378670.7""; ""ENST00000378667.1""; ""ENST00000498309.1""; ""ENST00000496429.1""; ""ENST00000378665.1""; ""ENST00000480372.1"")",TRUE,-0.043372907,5.596365027,-3.436924007,0.000657916,0.054623906,-1.001680159,DLPFC,gene
ENSG00000145833.15,9222,ENSG00000145833.15,ENSG00000145833,protein_coding,DDX46,9879,InGen,6.647076352,12,"c(""ENST00000628477.2""; ""ENST00000507392.5""; ""ENST00000452510.6""; ""ENST00000354283.8""; ""ENST00000509255.1""; ""ENST00000513987.1""; ""ENST00000505592.5""; ""ENST00000513592.5""; ""ENST00000509178.5""; ""ENST00000503946.1""; ""ENST00000507053.1""; ""ENST00000506332.1"")",TRUE,-0.031827145,6.216919278,-3.143724253,0.001808197,0.086484657,-1.99246175,DLPFC,gene
ENSG00000113119.12,3502,ENSG00000113119.12,ENSG00000113119,protein_coding,TMCO6,55374,InGen,0.960733175,14,"c(""ENST00000394671.7""; ""ENST00000513002.5""; ""ENST00000509217.6""; ""ENST00000511410.5""; ""ENST00000394669.8""; ""ENST00000504069.6""; ""ENST00000515653.1""; ""ENST00000514449.5""; ""ENST00000505086.2""; ""ENST00000252100.6""; ""ENST00000510336.5""; ""ENST00000509605.5""; ""ENST00000515265.2""; ""ENST00000509269.1"")",TRUE,-0.110246059,1.839615609,-4.356630516,1.73E-05,0.009691002,2.698847959,DLPFC,gene
ENSG00000113248.5,4017,ENSG00000113248.5,ENSG00000113248,protein_coding,PCDHB15,56121,InGen,2.296528685,2,"c(""ENST00000231173.5""; ""ENST00000623671.1"")",TRUE,-0.072637994,3.378142557,-3.486986055,0.000549593,0.051320362,-0.534096503,DLPFC,gene
ENSG00000113657.12,7164,ENSG00000113657.12,ENSG00000113657,protein_coding,DPYSL3,1809,InGen,29.43577287,9,"c(""ENST00000398514.7""; ""ENST00000343218.9""; ""ENST00000520473.1""; ""ENST00000507309.5""; ""ENST00000523458.1""; ""ENST00000508042.1""; ""ENST00000519672.1""; ""ENST00000512722.1""; ""ENST00000504965.1"")",TRUE,0.075257649,6.729576422,3.298927379,0.001068489,0.069499705,-1.556107517,DLPFC,gene
ENSG00000182578.13,5151,ENSG00000182578.13,ENSG00000182578,protein_coding,CSF1R,1436,InGen,5.751879626,9,"c(""ENST00000504875.5""; ""ENST00000286301.7""; ""ENST00000509861.1""; ""ENST00000515068.1""; ""ENST00000513609.1""; ""ENST00000515239.5""; ""ENST00000543093.1""; ""ENST00000502660.5""; ""ENST00000511344.1"")",TRUE,-0.237376835,4.648747423,-3.056981348,0.002404707,0.097199,-2.059363274,DLPFC,gene
ENSG00000019582.14,3184,ENSG00000019582.14,ENSG00000019582,protein_coding,CD74,972,InGen,16.5688481,12,"c(""ENST00000377795.7""; ""ENST00000353334.10""; ""ENST00000518797.5""; ""ENST00000524315.5""; ""ENST00000009530.11""; ""ENST00000523208.5""; ""ENST00000517752.5""; ""ENST00000522246.5""; ""ENST00000523813.1""; ""ENST00000523836.5""; ""ENST00000517791.1""; ""ENST00000522153.1"")",TRUE,-0.281828609,5.227726164,-3.495938267,0.000532076,0.051070726,-0.75999469,DLPFC,gene
ENSG00000135077.8,3804,ENSG00000135077.8,ENSG00000135077,protein_coding,HAVCR2,84868,InGen,1.665647485,6,"c(""ENST00000307851.8""; ""ENST00000522593.5""; ""ENST00000524219.1""; ""ENST00000521665.1""; ""ENST00000522902.1""; ""ENST00000517358.1"")",TRUE,-0.203759286,2.528700862,-4.033590718,6.72E-05,0.022099458,1.461765758,DLPFC,gene
ENSG00000214357.8,6424,ENSG00000214357.8,ENSG00000214357,protein_coding,NEURL1B,54492,InGen,5.308750852,3,"c(""ENST00000520919.5""; ""ENST00000522853.5""; ""ENST00000369800.5"")",TRUE,0.126565277,4.651751233,3.829424722,0.000151737,0.02968738,0.45977993,DLPFC,gene
ENSG00000146094.13,4821,ENSG00000146094.13,ENSG00000146094,protein_coding,DOK3,79930,InGen,0.564244736,13,"c(""ENST00000312943.10""; ""ENST00000500323.2""; ""ENST00000377112.8""; ""ENST00000357198.8""; ""ENST00000501403.6""; ""ENST00000510380.5""; ""ENST00000506493.5""; ""ENST00000502885.5""; ""ENST00000510898.5""; ""ENST00000509310.1""; ""ENST00000502380.1""; ""ENST00000512660.1""; ""ENST00000510389.1"")",TRUE,-0.135237956,1.450142502,-3.696511048,0.000252991,0.036903816,0.319239769,DLPFC,gene
ENSG00000087116.14,8726,ENSG00000087116.14,ENSG00000087116,protein_coding,ADAMTS2,9509,InGen,0.282693897,5,"c(""ENST00000251582.11""; ""ENST00000522937.1""; ""ENST00000523450.1""; ""ENST00000518335.2""; ""ENST00000274609.5"")",TRUE,0.202410939,1.543446905,3.860882021,0.000134156,0.028602575,0.874966068,DLPFC,gene
ENSG00000274525.1,246,ENSG00000274525.1,ENSG00000274525,unprocessed_pseudogene,,NA,InGen,3.019213402,1,ENST00000622195.1,TRUE,0.176554949,-0.247457113,3.206694944,0.00146426,0.080215432,-1.219234598,DLPFC,gene
ENSG00000222533.1,104,ENSG00000222533.1,ENSG00000222533,snRNA,RNU6-705P,NA,InGen,0.997743941,1,ENST00000410601.1,TRUE,-0.353591427,-3.114456376,-3.099089976,0.002095581,0.091593676,-2.151128514,DLPFC,gene
ENSG00000214113.10,9443,ENSG00000214113.10,ENSG00000214113,protein_coding,LYRM4,57128,InGen,2.109332749,9,"c(""ENST00000330636.8""; ""ENST00000606472.1""; ""ENST00000468929.5""; ""ENST00000464010.5""; ""ENST00000463032.5""; ""ENST00000458438.2""; ""ENST00000480566.5""; ""ENST00000500576.4""; ""ENST00000455814.2"")",TRUE,-0.041389064,4.730790117,-3.220654073,0.001396716,0.079153684,-1.587585245,DLPFC,gene
ENSG00000112799.8,1254,ENSG00000112799.8,ENSG00000112799,protein_coding,LY86,9450,InGen,1.216671535,2,"c(""ENST00000379953.6""; ""ENST00000230568.4"")",TRUE,-0.251607647,0.240053831,-3.13917113,0.001835753,0.086695358,-1.370557095,DLPFC,gene
ENSG00000124784.8,3237,ENSG00000124784.8,ENSG00000124784,protein_coding,RIOK1,83732,InGen,3.978493611,5,"c(""ENST00000379834.6""; ""ENST00000475351.5""; ""ENST00000264874.7""; ""ENST00000484626.1""; ""ENST00000493691.1"")",TRUE,-0.054032567,3.848325047,-3.422982075,0.000691457,0.05627313,-0.812488178,DLPFC,gene
ENSG00000224531.5,4688,ENSG00000224531.5,ENSG00000224531,protein_coding,SMIM13,221710,InGen,21.70486243,2,"c(""ENST00000416247.3""; ""ENST00000376935.4"")",TRUE,-0.046769347,7.053559622,-3.476918152,0.000569938,0.052178793,-0.997054249,DLPFC,gene
ENSG00000137198.9,2232,ENSG00000137198.9,ENSG00000137198,protein_coding,GMPR,2766,InGen,1.790692921,4,"c(""ENST00000259727.4""; ""ENST00000543191.5""; ""ENST00000544145.1""; ""ENST00000540478.1"")",TRUE,0.175541944,1.631825603,3.632420946,0.000322009,0.04011692,0.103601771,DLPFC,gene
ENSG00000165097.13,4595,ENSG00000165097.13,ENSG00000165097,protein_coding,KDM1B,221656,InGen,5.860746303,3,"c(""ENST00000546309.6""; ""ENST00000297792.9""; ""ENST00000449850.1"")",TRUE,0.060673735,4.802132778,3.822009174,0.000156187,0.030080682,0.414059066,DLPFC,gene
ENSG00000111913.16,7700,ENSG00000111913.16,ENSG00000111913,protein_coding,FAM65B,9750,InGen,4.354177193,7,"c(""ENST00000538035.5""; ""ENST00000613507.4""; ""ENST00000259698.8""; ""ENST00000463828.1""; ""ENST00000378023.8""; ""ENST00000540914.5""; ""ENST00000473070.1"")",TRUE,0.068771628,5.128020865,3.274624775,0.001161804,0.071645245,-1.474889279,DLPFC,gene
ENSG00000274641.1,381,ENSG00000274641.1,ENSG00000274641,protein_coding,HIST1H2BO,8348,InGen,9.401902313,1,ENST00000616182.1,TRUE,-0.445319642,-2.512993056,-3.812701913,0.000161948,0.030710313,-0.351100378,DLPFC,gene
ENSG00000137185.11,3705,ENSG00000137185.11,ENSG00000137185,protein_coding,ZSCAN9,7746,InGen,2.052267226,8,"c(""ENST00000531941.1""; ""ENST00000531981.5""; ""ENST00000425468.6""; ""ENST00000252207.9""; ""ENST00000531979.5""; ""ENST00000527436.5""; ""ENST00000526391.5""; ""ENST00000527844.1"")",TRUE,-0.071976443,2.831125432,-3.083136226,0.002208117,0.093852598,-1.700451032,DLPFC,gene
ENSG00000204482.10,2281,ENSG00000204482.10,ENSG00000204482,protein_coding,LST1,7940,InGen,0.736115236,21,"c(""ENST00000418507.6""; ""ENST00000438075.6""; ""ENST00000464526.1""; ""ENST00000376096.5""; ""ENST00000376099.5""; ""ENST00000376110.7""; ""ENST00000339530.8""; ""ENST00000211921.11""; ""ENST00000433492.5""; ""ENST00000376090.6""; ""ENST00000376089.6""; ""ENST00000419073.1""; ""ENST00000396112.6""; ""ENST00000376092.7""; ""ENST00000376086.7""; ""ENST00000303757.12""; ""ENST00000376093.6""; ""ENST00000460834.1""; ""ENST00000396101.7""; ""ENST00000490742.5""; ""ENST00000464044.1"")",TRUE,-0.268456962,0.448163885,-3.7281076,0.000224341,0.035265431,0.376742096,DLPFC,gene
ENSG00000204472.12,1276,ENSG00000204472.12,ENSG00000204472,protein_coding,AIF1,199,InGen,3.483691631,5,"c(""ENST00000376059.7""; ""ENST00000497362.5""; ""ENST00000337917.11""; ""ENST00000466820.1""; ""ENST00000376049.4"")",TRUE,-0.273304972,1.697619865,-3.111371351,0.002012574,0.089820738,-1.497873634,DLPFC,gene
ENSG00000204427.11,4153,ENSG00000204427.11,ENSG00000204427,protein_coding,ABHD16A,7920,InGen,0.658179804,16,"c(""ENST00000395952.7""; ""ENST00000468205.5""; ""ENST00000475742.5""; ""ENST00000492084.5""; ""ENST00000495769.5""; ""ENST00000440843.2""; ""ENST00000490209.5""; ""ENST00000474007.5""; ""ENST00000471644.5""; ""ENST00000477016.5""; ""ENST00000498420.5""; ""ENST00000496579.5""; ""ENST00000492899.1""; ""ENST00000477462.5""; ""ENST00000482224.5""; ""ENST00000468037.1"")",TRUE,-0.095759794,1.625506908,-3.647438951,0.000304406,0.04011692,0.155791167,DLPFC,gene
ENSG00000204396.10,3638,ENSG00000204396.10,ENSG00000204396,protein_coding,VWA7,80737,InGen,1.614283073,5,"c(""ENST00000375688.4""; ""ENST00000486423.5""; ""ENST00000467576.1""; ""ENST00000487013.1""; ""ENST00000497645.1"")",TRUE,-0.105802252,3.210493867,-3.404950549,0.000737206,0.058814248,-0.779270314,DLPFC,gene
ENSG00000204392.10,1077,ENSG00000204392.10,ENSG00000204392,protein_coding,LSM2,57819,InGen,5.324755639,7,"c(""ENST00000491421.5""; ""ENST00000493387.5""; ""ENST00000470083.5""; ""ENST00000470086.5""; ""ENST00000477182.5""; ""ENST00000375661.5""; ""ENST00000475835.2"")",TRUE,-0.056232621,2.680643066,-3.049236835,0.002465932,0.098048628,-1.777876574,DLPFC,gene
ENSG00000225914.1,3458,ENSG00000225914.1,ENSG00000225914,antisense,,NA,InGen,0.771588107,1,ENST00000425033.1,TRUE,0.212938981,1.035306961,3.421641757,0.000694765,0.05627313,-0.55017385,DLPFC,gene
ENSG00000237285.1,960,ENSG00000237285.1,ENSG00000237285,processed_pseudogene,HNRNPA1P2,NA,InGen,0.800286822,1,ENST00000432375.1,TRUE,0.271976031,-0.746229077,3.190053493,0.001548729,0.081368005,-1.32797914,DLPFC,gene
ENSG00000223335.1,107,ENSG00000223335.1,ENSG00000223335,snRNA,RNU6-603P,NA,InGen,1.907509068,1,ENST00000411403.1,TRUE,0.346470523,-2.80638721,3.05130684,0.002449428,0.098048628,-2.124405671,DLPFC,gene
ENSG00000231389.7,5748,ENSG00000231389.7,ENSG00000231389,protein_coding,HLA-DPA1,3113,InGen,2.435147253,7,"c(""ENST00000419277.5""; ""ENST00000479107.1""; ""ENST00000437811.1""; ""ENST00000453337.1""; ""ENST00000476642.5""; ""ENST00000463066.1""; ""ENST00000417724.1"")",TRUE,-0.282152418,3.336982664,-3.569550884,0.000406614,0.044550452,-0.258557007,DLPFC,gene
ENSG00000023892.10,2545,ENSG00000023892.10,ENSG00000023892,protein_coding,DEF6,50619,InGen,0.82464793,3,"c(""ENST00000316637.6""; ""ENST00000444278.2""; ""ENST00000468102.1"")",TRUE,-0.157409632,0.988124321,-3.502397054,0.000519763,0.050645067,-0.303096285,DLPFC,gene
ENSG00000172426.15,2631,ENSG00000172426.15,ENSG00000172426,protein_coding,RSPH9,221421,InGen,0.642531184,2,"c(""ENST00000372163.4""; ""ENST00000372165.8"")",TRUE,0.24523056,0.022895312,4.504584575,9.03E-06,0.00682088,2.975410284,DLPFC,gene
ENSG00000157593.17,2363,ENSG00000157593.17,ENSG00000157593,protein_coding,SLC35B2,347734,InGen,5.67486798,8,"c(""ENST00000393810.5""; ""ENST00000495706.1""; ""ENST00000619636.4""; ""ENST00000537814.2""; ""ENST00000538577.5""; ""ENST00000615337.4""; ""ENST00000393812.3""; ""ENST00000583964.1"")",TRUE,-0.05892723,3.870966257,-3.101530291,0.00207884,0.091187851,-1.809789716,DLPFC,gene
ENSG00000172348.14,3712,ENSG00000172348.14,ENSG00000172348,protein_coding,RCAN2,10231,InGen,39.52349343,4,"c(""ENST00000330430.10""; ""ENST00000371374.5""; ""ENST00000306764.11""; ""ENST00000405162.2"")",TRUE,-0.057756461,7.962408367,-3.481027977,0.00056155,0.051654177,-1.04751182,DLPFC,gene
ENSG00000170915.8,5057,ENSG00000170915.8,ENSG00000170915,protein_coding,PAQR8,85315,InGen,20.10833244,3,"c(""ENST00000512121.1""; ""ENST00000442253.2""; ""ENST00000360726.3"")",TRUE,-0.098532585,6.998205763,-3.351907262,0.000888678,0.063339893,-1.403744359,DLPFC,gene
ENSG00000151917.17,5588,ENSG00000151917.17,ENSG00000151917,protein_coding,BEND6,221336,InGen,8.213863977,4,"c(""ENST00000370748.7""; ""ENST00000370746.7""; ""ENST00000370745.1""; ""ENST00000484701.1"")",TRUE,-0.070745483,5.981694786,-3.618763013,0.000338844,0.040367706,-0.427054209,DLPFC,gene
ENSG00000135298.13,6490,ENSG00000135298.13,ENSG00000135298,protein_coding,ADGRB3,577,InGen,37.62489082,5,"c(""ENST00000370598.5""; ""ENST00000546190.5""; ""ENST00000238918.12""; ""ENST00000604969.1""; ""ENST00000603207.1"")",TRUE,0.032717944,8.342564234,3.351804121,0.000888999,0.063339893,-1.500865726,DLPFC,gene
ENSG00000118402.5,3042,ENSG00000118402.5,ENSG00000118402,protein_coding,ELOVL4,6785,InGen,12.71944952,1,ENST00000369816.4,TRUE,-0.063728724,5.531154261,-4.054356332,6.18E-05,0.021450686,1.205122691,DLPFC,gene
ENSG00000146250.6,2440,ENSG00000146250.6,ENSG00000146250,protein_coding,PRSS35,167681,InGen,1.531298169,1,ENST00000369700.3,TRUE,0.223376244,1.923254351,4.536767482,7.82E-06,0.006218112,3.419153705,DLPFC,gene
ENSG00000065609.14,6651,ENSG00000065609.14,ENSG00000065609,protein_coding,SNAP91,9892,InGen,35.62105831,22,"c(""ENST00000521485.5""; ""ENST00000195649.10""; ""ENST00000369694.6""; ""ENST00000439399.6""; ""ENST00000521743.5""; ""ENST00000520302.5""; ""ENST00000518312.5""; ""ENST00000520213.5""; ""ENST00000523448.5""; ""ENST00000521616.5""; ""ENST00000519133.1""; ""ENST00000521931.5""; ""ENST00000369691.5""; ""ENST00000523780.1""; ""ENST00000522248.5""; ""ENST00000519779.5""; ""ENST00000518309.6""; ""ENST00000369690.6""; ""ENST00000523484.6""; ""ENST00000519825.5""; ""ENST00000523585.5""; ""ENST00000523199.1"")",TRUE,-0.042332883,8.247225318,-3.199128994,0.001502121,0.081206749,-1.975978428,DLPFC,gene
ENSG00000220563.1,715,ENSG00000220563.1,ENSG00000220563,processed_pseudogene,PKMP3,NA,InGen,5.524525098,1,ENST00000405497.1,TRUE,0.112186015,2.209748775,3.617943561,0.00033988,0.040367706,0.025308125,DLPFC,gene
ENSG00000146281.5,4708,ENSG00000146281.5,ENSG00000146281,protein_coding,PM20D2,135293,InGen,3.472815562,1,ENST00000275072.4,TRUE,0.074344877,4.045769413,3.891894546,0.000118723,0.027099611,0.769373741,DLPFC,gene
ENSG00000025039.14,5072,ENSG00000025039.14,ENSG00000025039,protein_coding,RRAGD,58528,InGen,12.87587143,3,"c(""ENST00000369415.8""; ""ENST00000359203.3""; ""ENST00000492783.1"")",TRUE,0.048340239,6.238368537,3.452819954,0.00062153,0.052958528,-1.015825813,DLPFC,gene
ENSG00000135299.16,8329,ENSG00000135299.16,ENSG00000135299,protein_coding,ANKRD6,22881,InGen,4.941614909,22,"c(""ENST00000369408.9""; ""ENST00000520886.6""; ""ENST00000339746.8""; ""ENST00000447838.6""; ""ENST00000520458.5""; ""ENST00000465722.6""; ""ENST00000523798.5""; ""ENST00000522441.5""; ""ENST00000522779.5""; ""ENST00000485637.5""; ""ENST00000522705.5""; ""ENST00000518150.5""; ""ENST00000520793.5""; ""ENST00000518253.5""; ""ENST00000524056.5""; ""ENST00000520839.1""; ""ENST00000415924.6""; ""ENST00000479572.1""; ""ENST00000492158.5""; ""ENST00000521004.1""; ""ENST00000483473.1""; ""ENST00000521240.1"")",TRUE,0.130483397,5.494081106,5.368548882,1.43E-07,0.000707232,6.956142701,DLPFC,gene
