Disease,Disease_id,Gene,Gene_id,UniProt,Gene_Full_Name,Protein_Class,N_diseases_g,DSI_g,DPI_g,pLI,Score_gda,EL_gda,EI_gda,N_PMIDs,N_SNPs_gda,First_Ref,Last_Ref
Major Depressive Disorder,C1269683,GLT8D1,55830,Q68CQ7,glycosyltransferase 8 domain containing 1,,38,0.711,0.462,1.1343E-08,0.41,,1,2,7,2013,2014
Major Depressive Disorder,C1269683,COMT,1312,P21964,catechol-O-methyltransferase,Enzyme,622,0.4,0.923,1.1377E-06,0.4,,1,45,8,2004,2020
Major Depressive Disorder,C1269683,CREB1,1385,P16220,cAMP responsive element binding protein 1,,294,0.463,0.885,0.99673,0.4,,0.8,30,5,2000,2018
Major Depressive Disorder,C1269683,CRH,1392,P06850,corticotropin releasing hormone,Signaling,402,0.439,0.808,0.71614,0.4,,1,19,0,1992,2018
Major Depressive Disorder,C1269683,CRP,1401,P02741,C-reactive protein,,1483,0.299,0.962,0.0036969,0.4,,1,41,0,2012,2020
Major Depressive Disorder,C1269683,ACE,1636,P12821,angiotensin I converting enzyme,Enzyme,1082,0.328,0.923,1.0344E-37,0.4,,1,11,5,2002,2017
Major Depressive Disorder,C1269683,DISC1,27185,Q9NRI5,DISC1 scaffold protein,,136,0.548,0.769,1.6756E-06,0.4,,1,22,2,2006,2018
Major Depressive Disorder,C1269683,NR3C1,2908,P04150,nuclear receptor subfamily 3 group C member 1,Nuclear receptor,590,0.393,0.885,0.96958,0.4,,1,40,10,2006,2020
Major Depressive Disorder,C1269683,GSK3B,2932,P49841,glycogen synthase kinase 3 beta,Kinase,393,0.43,0.846,0.95571,0.4,,1,15,10,2008,2019
Major Depressive Disorder,C1269683,HTR1A,3350,P08908,5-hydroxytryptamine receptor 1A,G-protein coupled receptor,229,0.522,0.846,0.19956,0.4,,1,52,2,1999,2019
Major Depressive Disorder,C1269683,HTR2C,3358,P28335,5-hydroxytryptamine receptor 2C,G-protein coupled receptor,140,0.555,0.692,0.037023,0.4,,1,12,0,2001,2014
Major Depressive Disorder,C1269683,IL1B,3553,P01584,interleukin 1 beta,,1801,0.276,0.962,0.13005,0.4,,0.8,21,2,1994,2020
Major Depressive Disorder,C1269683,IL6,3569,P05231,interleukin 6,,2367,0.248,0.962,0.31536,0.4,,1,57,1,1994,2020
Major Depressive Disorder,C1269683,IL10,3586,P22301,interleukin 10,,1679,0.281,0.923,0.0058874,0.4,,0.867,15,0,2002,2020
Major Depressive Disorder,C1269683,LEP,3952,P41159,leptin,,931,0.349,0.846,0.46491,0.4,,1,16,0,1998,2019
Major Depressive Disorder,C1269683,MAOA,4128,P21397,monoamine oxidase A,,300,0.465,0.769,0.99928,0.4,,1,33,4,1998,2019
Major Depressive Disorder,C1269683,MTHFR,4524,P42898,methylenetetrahydrofolate reductase,,985,0.337,0.885,3.2068E-10,0.4,,1,15,5,1997,2020
Major Depressive Disorder,C1269683,NCAM1,4684,P13591,neural cell adhesion molecule 1,,445,0.415,0.885,0.99999,0.4,,1,2,3,2008,2018
Major Depressive Disorder,C1269683,ABCB1,5243,P08183,ATP binding cassette subfamily B member 1,Transporter,933,0.344,0.885,0.000012564,0.4,,1,14,6,2008,2020
Major Depressive Disorder,C1269683,BDNF,627,P23560,brain derived neurotrophic factor,Signaling,992,0.345,0.923,0.65626,0.4,,1,187,13,2003,2020
Major Depressive Disorder,C1269683,SLC6A2,6530,P23975,solute carrier family 6 member 2,Transporter,238,0.49,0.846,0.081524,0.4,,0.8,29,2,1999,2019
Major Depressive Disorder,C1269683,TNF,7124,P01375,tumor necrosis factor,Signaling,2724,0.231,0.962,0.8033,0.4,,1,45,1,2009,2020
Major Depressive Disorder,C1269683,TPH1,7166,P17752,tryptophan hydroxylase 1,,127,0.553,0.731,3.1872E-07,0.4,,0.8,22,1,2001,2019
Major Depressive Disorder,C1269683,VEGFA,7422,P15692,vascular endothelial growth factor A,Signaling,1899,0.266,0.923,0.000024085,0.4,,1,17,1,2007,2019
Major Depressive Disorder,C1269683,PROM1,8842,O43490,prominin 1,Transporter,477,0.41,0.846,1.9485E-22,0.4,,1,2,1,2009,2014
Major Depressive Disorder,C1269683,CLOCK,9575,O15516,clock circadian regulator,,309,0.463,0.885,0.99957,0.4,,1,12,5,2000,2019
Major Depressive Disorder,C1269683,RAPGEF5,9771,Q92565,Rap guanine nucleotide exchange factor 5,Enzyme modulator,151,0.524,0.769,0.98099,0.4,,1,2,1,2010,2019
Major Depressive Disorder,C1269683,NR3C2,4306,P08235,nuclear receptor subfamily 3 group C member 2,Nuclear receptor,287,0.469,0.846,0.83739,0.39,,1,11,3,2007,2020
Major Depressive Disorder,C1269683,S100A10,6281,P60903,S100 calcium binding protein A10,Calcium-binding protein,150,0.528,0.769,0.16843,0.39,,1,10,0,2007,2019
Major Depressive Disorder,C1269683,SST,6750,P61278,somatostatin,Signaling,535,0.399,0.885,0.34128,0.39,,1,9,0,2006,2019
Major Depressive Disorder,C1269683,GNB3,2784,P16520,G protein subunit beta 3,Enzyme,192,0.518,0.808,3.3303E-11,0.38,,0.6,9,1,2004,2017
Major Depressive Disorder,C1269683,NPY,4852,P01303,neuropeptide Y,Signaling,381,0.447,0.846,0.14294,0.38,,1,9,1,2004,2020
Major Depressive Disorder,C1269683,NTRK2,4915,Q16620,neurotrophic receptor tyrosine kinase 2,Kinase,284,0.479,0.808,1,0.38,,1,11,10,2005,2018
Major Depressive Disorder,C1269683,GDNF,2668,P39905,glial cell derived neurotrophic factor,Signaling,409,0.434,0.885,0.2035,0.37,,1,9,0,2008,2019
Major Depressive Disorder,C1269683,CYP2C19,1557,P33261,cytochrome P450 family 2 subfamily C member 19,,274,0.467,0.846,6.4882E-20,0.36,,1,9,0,1996,2020
Major Depressive Disorder,C1269683,DRD3,1814,P35462,dopamine receptor D3,G-protein coupled receptor,199,0.529,0.692,0.0023694,0.36,,1,8,1,1993,2017
Major Depressive Disorder,C1269683,FKBP4,2288,Q02790,FKBP prolyl isomerase 4,Enzyme,149,0.532,0.769,0.15539,0.36,,0.667,6,0,2009,2020
Major Depressive Disorder,C1269683,HTR1B,3351,P28222,5-hydroxytryptamine receptor 1B,G-protein coupled receptor,140,0.551,0.769,0.18947,0.36,,0.8,8,4,2003,2018
Major Depressive Disorder,C1269683,IFNG,3458,P01579,interferon gamma,,1519,0.288,0.962,0.47156,0.36,,1,6,0,2007,2019
Major Depressive Disorder,C1269683,SLC6A15,55117,Q9H2J7,solute carrier family 6 member 15,Transporter,13,0.78,0.269,0.00060384,0.36,,1,6,0,2011,2018
Major Depressive Disorder,C1269683,DTNBP1,84062,Q96EV8,dystrobrevin binding protein 1,,93,0.588,0.615,6.8375E-06,0.36,,1,6,2,2004,2015
Major Depressive Disorder,C1269683,CNR1,1268,P21554,cannabinoid receptor 1,G-protein coupled receptor,393,0.446,0.808,0.50652,0.35,,1,6,6,2008,2018
Major Depressive Disorder,C1269683,CUX1,1523,P39880;Q13948,cut like homeobox 1,Transcription factor,283,0.465,0.846,1,0.35,,0.667,6,1,2008,2017
Major Depressive Disorder,C1269683,HP,3240,P00738,haptoglobin,Enzyme,464,0.412,0.885,0.00001736,0.35,,1,5,0,1994,2019
Major Depressive Disorder,C1269683,MAOB,4129,P27338,monoamine oxidase B,,152,0.533,0.808,0.99903,0.35,,1,5,0,2007,2019
Major Depressive Disorder,C1269683,SERPINE1,5054,P05121,serpin family E member 1,Enzyme modulator,770,0.359,0.885,0.043609,0.35,,1,5,6,2008,2019
Major Depressive Disorder,C1269683,PDLIM5,10611,Q96HC4,PDZ and LIM domain 5,Cellular structure,148,0.525,0.808,0.0016769,0.34,,1,5,1,2005,2017
Major Depressive Disorder,C1269683,DLG4,1742,P78352,discs large MAGUK scaffold protein 4,Receptor,91,0.595,0.654,0.99954,0.34,,1,6,0,2004,2017
Major Depressive Disorder,C1269683,DRD4,1815,P21917,dopamine receptor D4,G-protein coupled receptor,189,0.517,0.577,9.3362E-09,0.34,,0.8,8,0,1999,2016
Major Depressive Disorder,C1269683,DAOA,267012,P59103,D-amino acid oxidase activator,,39,0.678,0.346,0.00014043,0.34,,0.8,6,3,2011,2017
Major Depressive Disorder,C1269683,GRIA4,2893,P48058,glutamate ionotropic receptor AMPA type subunit 4,Ion channel,75,0.631,0.615,0.01831,0.34,,0.75,4,2,2012,2018
Major Depressive Disorder,C1269683,HSPA4,3308,P34932,heat shock protein family A (Hsp70) member 4,,550,0.394,0.923,0.99954,0.34,,0.75,4,0,1996,2018
Major Depressive Disorder,C1269683,GAL,51083,P22466,galanin and GMAP prepropeptide,,226,0.493,0.846,4.3885E-06,0.34,,1,4,1,2010,2016
Major Depressive Disorder,C1269683,S100B,6285,P04271,S100 calcium binding protein B,Calcium-binding protein,599,0.383,0.923,0.04387,0.34,,0.75,6,1,2008,2019
Major Depressive Disorder,C1269683,LHPP,64077,Q9H008,phospholysine phosphohistidine inorganic pyrophosphate phosphatase,Enzyme,28,0.716,0.423,1.6345E-07,0.34,,1,4,1,2009,2019
Major Depressive Disorder,C1269683,DCANP1,140947,Q8TF63,dendritic cell associated nuclear protein,,6,0.839,0.154,,0.33,,0.667,3,2,2010,2013
Major Depressive Disorder,C1269683,CYP2C9,1559,P11712,cytochrome P450 family 2 subfamily C member 9,,201,0.506,0.885,1.2709E-10,0.33,,0.75,4,0,2003,2013
Major Depressive Disorder,C1269683,DBH,1621,P09172,dopamine beta-hydroxylase,,202,0.511,0.846,3.3352E-10,0.33,,1,3,0,2002,2015
Major Depressive Disorder,C1269683,EGFR,1956,P00533,epidermal growth factor receptor,Kinase,1394,0.295,0.885,0.36837,0.33,,1,3,0,2007,2017
Major Depressive Disorder,C1269683,FGFR1,2260,P11362,fibroblast growth factor receptor 1,Kinase,816,0.362,0.885,0.99984,0.33,,0.667,4,0,2008,2017
Major Depressive Disorder,C1269683,FMR1,2332,Q06787,FMRP translational regulator 1,Nucleic acid binding,346,0.473,0.769,0.64718,0.33,,0.5,4,0,2009,2017
Major Depressive Disorder,C1269683,MTOR,2475,P42345,mechanistic target of rapamycin kinase,Kinase,960,0.343,0.885,1,0.33,,1,3,0,2011,2017
Major Depressive Disorder,C1269683,GAD2,2572,Q05329,glutamate decarboxylase 2,Enzyme,173,0.529,0.731,0.75083,0.33,,1,4,0,2005,2018
Major Depressive Disorder,C1269683,GFAP,2670,P14136,glial fibrillary acidic protein,,447,0.421,0.885,1.4601E-06,0.33,,1,5,0,2004,2018
Major Depressive Disorder,C1269683,GRIK4,2900,Q16099,glutamate ionotropic receptor kainate type subunit 4,Ion channel,41,0.678,0.423,0.11126,0.33,,1,3,3,2012,2019
Major Depressive Disorder,C1269683,IFNA1,3439,P01562,interferon alpha 1,,662,0.371,0.923,,0.33,,1,3,0,2012,2019
Major Depressive Disorder,C1269683,OXTR,5021,P30559,oxytocin receptor,G-protein coupled receptor,144,0.541,0.769,0.00071066,0.33,,1,4,1,2009,2018
Major Depressive Disorder,C1269683,GDE1,51573,Q9NZC3,glycerophosphodiester phosphodiesterase 1,,228,0.481,0.808,6.1163E-06,0.33,,1,3,0,2015,2018
Major Depressive Disorder,C1269683,AVP,551,P01185,arginine vasopressin,Signaling,454,0.437,0.846,0.074413,0.33,,1,4,0,2004,2018
Major Depressive Disorder,C1269683,PTGS2,5743,P35354,prostaglandin-endoperoxide synthase 2,Enzyme,1234,0.314,0.962,0.99597,0.33,,0.5,4,1,2010,2019
Major Depressive Disorder,C1269683,SOD2,6648,P04179,superoxide dismutase 2,Enzyme,668,0.379,0.923,0.15499,0.33,,0.75,4,1,2006,2014
Major Depressive Disorder,C1269683,TDO2,6999,P48775,"tryptophan 2,3-dioxygenase",Enzyme,89,0.599,0.654,2.0378E-10,0.33,,0.8,8,0,2006,2018
Major Depressive Disorder,C1269683,TH,7054,P07101,tyrosine hydroxylase,,321,0.462,0.885,1.6878E-06,0.33,,1,6,0,1991,2019
Major Depressive Disorder,C1269683,KMO,8564,O15229,kynurenine 3-monooxygenase,,44,0.674,0.615,0.000047825,0.33,,1,3,0,2011,2017
Major Depressive Disorder,C1269683,HOMER1,9456,Q86YM7,homer scaffold protein 1,,85,0.636,0.538,0.9992,0.33,,1,3,0,2010,2017
Major Depressive Disorder,C1269683,HDAC5,10014,Q9UQL6,histone deacetylase 5,Epigenetic regulator,114,0.552,0.769,1,0.32,,1,2,0,2007,2017
Major Depressive Disorder,C1269683,MIR1202,100302259,,microRNA 1202,,19,0.729,0.385,,0.32,,1,3,0,2014,2017
Major Depressive Disorder,C1269683,TSNAX-DISC1,100303453,,TSNAX-DISC1 readthrough (NMD candidate),,18,0.729,0.154,,0.32,,1,2,4,2010,2012
Major Depressive Disorder,C1269683,ADCY7,113,P51828,adenylate cyclase 7,,38,0.656,0.462,9.4815E-07,0.32,,1,2,0,2006,2012
Major Depressive Disorder,C1269683,CREM,1390,Q03060,cAMP responsive element modulator,,100,0.575,0.692,0.50878,0.32,,0.5,2,0,2012,2019
Major Depressive Disorder,C1269683,CRHBP,1393,P24387,corticotropin releasing hormone binding protein,Signaling,48,0.659,0.5,0.21476,0.32,,1,2,0,2003,2007
Major Depressive Disorder,C1269683,DLG3,1741,Q92796,discs large MAGUK scaffold protein 3,,144,0.544,0.615,0.99999,0.32,,1,3,0,2004,2008
Major Depressive Disorder,C1269683,EGF,1950,P01133,epidermal growth factor,,774,0.357,0.923,8.5294E-17,0.32,,1,2,0,2012,2019
Major Depressive Disorder,C1269683,ENPEP,2028,Q07075,glutamyl aminopeptidase,Enzyme,117,0.564,0.731,1.3878E-28,0.32,,1,2,0,2013,2019
Major Depressive Disorder,C1269683,MYT1L,23040,Q9UL68,myelin transcription factor 1 like,Transcription factor,46,0.659,0.462,1,0.32,,1,2,0,2010,2012
Major Depressive Disorder,C1269683,GCH1,2643,P30793,GTP cyclohydrolase 1,Enzyme,254,0.511,0.846,0.90292,0.32,,0.5,2,1,2012,2013
Major Depressive Disorder,C1269683,GJA1,2697,P17302,gap junction protein alpha 1,Cell-cell junction,662,0.393,0.885,0.15523,0.32,,1,3,0,2008,2018
Major Depressive Disorder,C1269683,MORC1,27136,Q86VD1,MORC family CW-type zinc finger 1,,12,0.805,0.192,5.8802E-06,0.32,,1,2,0,2014,2018
Major Depressive Disorder,C1269683,GRIA2,2891,P42262,glutamate ionotropic receptor AMPA type subunit 2,Ion channel,110,0.573,0.692,0.99916,0.32,,0.5,2,3,2012,2013
Major Depressive Disorder,C1269683,EHD3,30845,Q9NZN3,EH domain containing 3,Enzyme modulator,29,0.729,0.308,0.042234,0.32,,1,2,3,2012,2014
Major Depressive Disorder,C1269683,APAF1,317,O14727,apoptotic peptidase activating factor 1,,145,0.525,0.769,9.6242E-06,0.32,,1,2,2,2006,2010
Major Depressive Disorder,C1269683,HSPA1A,3303,P0DMV8;P0DMV9,heat shock protein family A (Hsp70) member 1A,,229,0.486,0.769,0.030228,0.32,,0.667,4,0,1999,2018
Major Depressive Disorder,C1269683,HTR3A,3359,P46098,5-hydroxytryptamine receptor 3A,Ion channel,75,0.608,0.538,1.7499E-10,0.32,,1,3,0,2006,2017
Major Depressive Disorder,C1269683,IL2,3558,P60568,interleukin 2,,950,0.336,0.885,0.47968,0.32,,1,3,0,1992,2018
Major Depressive Disorder,C1269683,CXCL10,3627,P02778,C-X-C motif chemokine ligand 10,Signaling,631,0.378,0.885,0.36865,0.32,,1,2,0,2008,2019
Major Depressive Disorder,C1269683,NTF3,4908,P20783,neurotrophin 3,Signaling,170,0.519,0.808,0.93201,0.32,,1,2,0,2008,2017
Major Depressive Disorder,C1269683,PAWR,5074,Q96IZ0,pro-apoptotic WT1 regulator,,133,0.542,0.846,0.089515,0.32,,0.5,2,4,2008,2011
Major Depressive Disorder,C1269683,PCNT,5116,O95613,pericentrin,,156,0.564,0.808,4.0172E-58,0.32,,1,2,3,2009,2010
Major Depressive Disorder,C1269683,PDYN,5173,P01213,prodynorphin,Signaling,197,0.535,0.577,0.00017033,0.32,,1,4,0,2001,2013
Major Depressive Disorder,C1269683,DDIT4,54541,Q9NX09,DNA damage inducible transcript 4,,92,0.576,0.769,0.00068309,0.32,,1,2,0,2014,2018
Major Depressive Disorder,C1269683,PTPRR,5801,Q15256,protein tyrosine phosphatase receptor type R,,20,0.743,0.346,8.7415E-07,0.32,,1,2,1,2012,2017
Major Depressive Disorder,C1269683,REST,5978,Q13127,RE1 silencing transcription factor,Transcription factor,178,0.535,0.808,0.99186,0.32,,1,2,0,2010,2019
Major Depressive Disorder,C1269683,PROK2,60675,Q9HC23,prokineticin 2,Signaling,151,0.555,0.769,0.013828,0.32,,1,4,0,2009,2011
Major Depressive Disorder,C1269683,SAT1,6303,P21673,spermidine/spermine N1-acetyltransferase 1,,135,0.539,0.808,0.8706,0.32,,1,2,0,2009,2015
Major Depressive Disorder,C1269683,SGK1,6446,O00141,serum/glucocorticoid regulated kinase 1,Kinase,188,0.506,0.769,0.0023046,0.32,,1,2,0,2012,2015
Major Depressive Disorder,C1269683,TAC1,6863,P20366,tachykinin precursor 1,,478,0.424,0.923,0.74608,0.32,,1,3,0,2002,2017
Major Depressive Disorder,C1269683,TEF,7008,Q10587,"TEF transcription factor, PAR bZIP family member",Nucleic acid binding,34,0.686,0.538,0.63291,0.32,,1,2,1,2014,2017
Major Depressive Disorder,C1269683,HTR3B,9177,O95264,5-hydroxytryptamine receptor 3B,Ion channel,49,0.678,0.423,2.4797E-07,0.32,,1,2,1,2006,2008
Major Depressive Disorder,C1269683,IKBKE,9641,Q14164,inhibitor of nuclear factor kappa B kinase subunit epsilon,Kinase,79,0.597,0.731,0.0090053,0.32,,1,2,0,2010,2015
Major Depressive Disorder,C1269683,CDH7,1005,Q9ULB5,cadherin 7,,18,0.769,0.231,0.5975,0.31,,1,1,1,2014,2014
Major Depressive Disorder,C1269683,RNF41,10193,Q9H4P4,ring finger protein 41,,40,0.674,0.538,0.96847,0.31,,1,1,0,2009,2009
Major Depressive Disorder,C1269683,AKAP8,10270,O43823,A-kinase anchoring protein 8,,14,0.751,0.308,0.66425,0.31,,1,1,0,2009,2009
Major Depressive Disorder,C1269683,CDKN2A,1029,P42771;Q8N726,cyclin dependent kinase inhibitor 2A,,1314,0.3,0.885,0.39474,0.31,,1,2,0,2012,2013
Major Depressive Disorder,C1269683,TOMM40,10452,O96008,translocase of outer mitochondrial membrane 40,Transporter,113,0.59,0.538,0.99218,0.31,,1,1,1,2014,2014
Major Depressive Disorder,C1269683,DEAF1,10522,O75398,DEAF1 transcription factor,,156,0.575,0.615,0.00034113,0.31,,1,5,0,2004,2012
Major Depressive Disorder,C1269683,IL24,11009,Q13007,interleukin 24,,202,0.498,0.769,5.8826E-07,0.31,,1,1,0,2008,2008
Major Depressive Disorder,C1269683,ADCY5,111,O95622,adenylate cyclase 5,,103,0.617,0.577,0.99928,0.31,,1,1,0,2010,2010
Major Depressive Disorder,C1269683,UCN3,114131,Q969E3,urocortin 3,,82,0.593,0.731,0.043878,0.31,,1,1,0,2007,2007
Major Depressive Disorder,C1269683,ACSM1,116285,Q08AH1,acyl-CoA synthetase medium chain family member 1,Enzyme,13,0.769,0.269,2.2841E-15,0.31,,1,1,1,2015,2015
Major Depressive Disorder,C1269683,CNP,1267,P09543,"2',3'-cyclic nucleotide 3' phosphodiesterase",Enzyme,70,0.604,0.692,0.98405,0.31,,1,2,0,2011,2015
Major Depressive Disorder,C1269683,CSF2RB,1439,P32927,colony stimulating factor 2 receptor subunit beta,Receptor,39,0.705,0.423,0.17646,0.31,,1,1,0,2011,2011
Major Depressive Disorder,C1269683,PRIMA1,145270,Q86XR5,proline rich membrane anchor 1,,69,0.595,0.615,0.62894,0.31,,1,1,0,2012,2012
Major Depressive Disorder,C1269683,CSNK1D,1453,P48730,casein kinase 1 delta,Kinase,49,0.65,0.615,0.99577,0.31,,0,1,0,2012,2012
Major Depressive Disorder,C1269683,ADRA1A,148,P35348,adrenoceptor alpha 1A,G-protein coupled receptor,294,0.462,0.846,3.3722E-07,0.31,,1,1,0,2010,2010
Major Depressive Disorder,C1269683,CTLA4,1493,P16410,cytotoxic T-lymphocyte associated protein 4,,722,0.369,0.923,0.94085,0.31,,0.5,2,1,2001,2011
Major Depressive Disorder,C1269683,CTNND2,1501,Q9UQB3,catenin delta 2,Cellular structure,117,0.579,0.731,1,0.31,,1,1,0,2014,2014
Major Depressive Disorder,C1269683,ADRB3,155,P13945,adrenoceptor beta 3,G-protein coupled receptor,142,0.533,0.731,2.4637E-07,0.31,,0,1,1,2012,2012
Major Depressive Disorder,C1269683,EIF4B,1975,P23588,eukaryotic translation initiation factor 4B,Nucleic acid binding,22,0.705,0.385,0.99999,0.31,,1,1,0,2011,2011
Major Depressive Disorder,C1269683,EMP1,2012,P54849,epithelial membrane protein 1,Cellular structure,114,0.56,0.769,0.49706,0.31,,1,1,0,2011,2011
Major Depressive Disorder,C1269683,CMYA5,202333,Q8N3K9,cardiomyopathy associated 5,,22,0.711,0.423,1.3454E-54,0.31,,1,1,3,2014,2014
Major Depressive Disorder,C1269683,ERBB3,2065,P21860,erb-b2 receptor tyrosine kinase 3,Kinase,318,0.448,0.808,1.7003E-15,0.31,,1,1,0,2012,2012
Major Depressive Disorder,C1269683,FAAH,2166,O00519,fatty acid amide hydrolase,,177,0.545,0.692,4.4449E-11,0.31,,0,1,1,2010,2010
Major Depressive Disorder,C1269683,FOS,2353,P01100,"Fos proto-oncogene, AP-1 transcription factor subunit",Transcription factor,528,0.411,0.885,0.26176,0.31,,0.5,1,0,2013,2015
Major Depressive Disorder,C1269683,HSPA12A,259217,O43301,heat shock protein family A (Hsp70) member 12A,,41,0.67,0.346,0.98436,0.31,,0,1,0,2004,2004
Major Depressive Disorder,C1269683,CNTNAP2,26047,Q9UHC6,contactin associated protein 2,,203,0.53,0.846,2.8673E-09,0.31,,1,1,3,2013,2013
Major Depressive Disorder,C1269683,MDGA1,266727,Q8NFP4,MAM domain containing glycosylphosphatidylinositol anchor 1,,10,0.821,0.154,0.97574,0.31,,0,1,0,2011,2011
Major Depressive Disorder,C1269683,FOXD3,27022,Q9UJU5,forkhead box D3,Transcription factor,78,0.587,0.692,0.58216,0.31,,1,1,0,2007,2007
Major Depressive Disorder,C1269683,IFNL3,282617,Q8IZI9,interferon lambda 3,,175,0.506,0.808,2.4233E-08,0.31,,0,1,0,2011,2011
Major Depressive Disorder,C1269683,GRK5,2869,P34947,G protein-coupled receptor kinase 5,Kinase,86,0.588,0.769,0.67567,0.31,,0,1,0,2010,2010
Major Depressive Disorder,C1269683,ANPEP,290,P15144,"alanyl aminopeptidase, membrane",Enzyme,280,0.462,0.769,3.7492E-09,0.31,,1,1,0,2013,2013
Major Depressive Disorder,C1269683,IL19,29949,Q9UHD0,interleukin 19,,103,0.558,0.769,0.00004325,0.31,,0,1,0,2002,2002
Major Depressive Disorder,C1269683,TBX21,30009,Q9UL17,T-box transcription factor 21,Transcription factor,124,0.541,0.808,0.99636,0.31,,1,1,0,2008,2008
Major Depressive Disorder,C1269683,HIF1A,3091,Q16665,hypoxia inducible factor 1 subunit alpha,Transcription factor,1044,0.327,0.923,0.9777,0.31,,1,1,0,2013,2013
Major Depressive Disorder,C1269683,HLF,3131,Q16534,"HLF transcription factor, PAR bZIP family member",Nucleic acid binding,53,0.628,0.615,0.95215,0.31,,1,1,0,2015,2015
Major Depressive Disorder,C1269683,HSPA1B,3304,P0DMV8;P0DMV9,heat shock protein family A (Hsp70) member 1B,,251,0.474,0.808,0.0053464,0.31,,0.667,3,0,1999,2007
Major Depressive Disorder,C1269683,APRT,353,P07741,adenine phosphoribosyltransferase,,384,0.423,0.846,5.4539E-13,0.31,,1,1,0,2000,2000
Major Depressive Disorder,C1269683,IL2RA,3559,P01589,interleukin 2 receptor subunit alpha,Receptor,540,0.389,0.885,0.054709,0.31,,1,1,0,2010,2010
Major Depressive Disorder,C1269683,IL11,3589,P20809,interleukin 11,,244,0.481,0.808,0.00031772,0.31,,1,1,0,2013,2013
Major Depressive Disorder,C1269683,IRF7,3665,Q92985,interferon regulatory factor 7,Transcription factor,121,0.547,0.846,4.4508E-15,0.31,,1,1,0,2011,2011
Major Depressive Disorder,C1269683,KDR,3791,P35968,kinase insert domain receptor,Kinase,623,0.378,0.885,0.99982,0.31,,1,2,0,2009,2016
Major Depressive Disorder,C1269683,KPNA3,3839,O00505,karyopherin subunit alpha 3,Transporter,20,0.736,0.5,0.95357,0.31,,1,1,1,2012,2012
Major Depressive Disorder,C1269683,LDHA,3939,P00338,lactate dehydrogenase A,Enzyme,185,0.507,0.808,0.069173,0.31,,1,1,0,2013,2013
Major Depressive Disorder,C1269683,LRP1,4035,Q07954,LDL receptor related protein 1,,252,0.482,0.769,1,0.31,,1,1,0,2010,2010
Major Depressive Disorder,C1269683,LSAMP,4045,Q13449,limbic system associated membrane protein,,107,0.558,0.654,0.98742,0.31,,1,1,0,2012,2012
